Preventative Maintenance ID,Preventative Maintenance Number,Preventative Maintenance Description,Preventative Maintenance Instruction,Preventative Maintenance Safety Note,Frequency Type ID,Frequency,Frequency Type Or ID,Frequency Or,Is Hierarchy,Is Triggered,Is Fixed,Is Standard,Lead Time Days,Asset Type ID,Manufacturer ID,Model Number ID,Priority ID,Estimated Duration Hours,Job Type ID,Department ID,Customer Contact ID,Supplier Contact ID,Is Inspection,Is Inspection Enforce Order On,Is Inspection By Asset Type,User Defined Text Box,Component Code ID,Estimated Labour Cost,Estimated Material Cost,Estimated Other Cost,Is Active,Created By Contact ID,Created Date Time,Modified By Contact ID,Modified Date Time,Default Inspection Asset ID,Is Group Inspection,Parent Preventative Maintenance ID,Inspection Height,Inspection Width,Inspection XLocation,Inspection YLocation,Is Use Asset Contractor,Minute Difference,Is Master PM,Master PMID,Work Order Format Name,Contractor Quote Amount,In Active To,Days To Complete,Activation Type,Is Audit,Is Include Children Of Inspection Asset Only
404,41,Cathodic protection 3 monthly preventive maintenance inspection,,,4,3.0000000,,0.0000000,,,,,1,,,,3,5.0000000,5,12,,,,,,,,24.7500000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1461,13/06/2023 11:09:26 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
405,40,TCP 1 monthly preventive maintenance LLF,,,4,1.0000000,,0.0000000,,,,,14,,,,3,2.0000000,8,12,,,,,,,,16.1200000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,10/01/2023 2:08:45 PM,,,0,,,,,,510,,0,Standard,0.0000000,,0,every,,
406,39,Check Battery of AC UPC ,,,8,1.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,12,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,4/01/2023 11:32:15 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
407,38,Check Capacitor of AC UPC ,,,9,1.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,12,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1452,3/01/2023 2:31:29 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
408,37,AC UPC 1 Yearly Preventeive Maintenance Inspection,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,12,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
409,36,AC UPC Battery 1 Yearly Preventeive Maintenance Inspection,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,12,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
410,35,AC UPC Battery Monthly Preventeive Maintenance Inspection,,,4,1.0000000,,0.0000000,,,,,12,,,,3,1.0000000,5,68,,,,,,,,4.9500000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,23/01/2023 9:10:42 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
411,34,AC UPC Daily Preventeive Maintenance LLF,,,1,1.0000000,,0.0000000,,,,,0,,,,3,0.0000000,8,68,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,4/01/2023 11:34:23 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
412,33,WMDB panel  1 yearly Preventive Maintenance inspection,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,12,,,,,,,,11.1700000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1990,10/10/2023 3:51:50 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
413,32, Welding outlet 1 yearly Preventive Maintenance inspection,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,12,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
414,30,Power capacitor bank panel 1 yearly preventive maintenance ,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,12,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
415,252,EPMS 1 yearly preventive maintenance inspection ,PTW should be achieved,Use proper PPE while working,9,1.0000000,,0.0000000,,,,,2,,,,3,4.0000000,5,16,,,,,,,,53.1200000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,5/04/2023 4:36:32 PM,,,0,,,,,,540,,0,Standard,0.0000000,,0,every,,
416,124,Distribution Board  1 yearly preventive maintenance inspection ,,,9,1.0000000,,0.0000000,,,,,2,,,,3,16.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,15/05/2023 1:36:21 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
417,126,Electrical Heat Tracing  1 yearly preventive maintenance inspection ,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
418,219,Preventive maintenance of the transformer power cable,,,9,1.0000000,,0.0000000,,,,,7,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,15/05/2023 2:28:46 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
419,218,Transformer 6 monthly inspection,,,4,6.0000000,,0.0000000,,,,,6,,,,3,8.0000000,5,8,,,,,,,,120.9600000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,16/05/2023 8:16:48 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
420,217,Transformer 1 yearly inspection,,,9,1.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
421,215,Transformer monthly preventive maintenance inspection,,,4,1.0000000,,0.0000000,,,,,2,,,,3,3.0000000,5,8,,,,,,,,15.1200000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,23/12/2022 1:37:27 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
422,214,Protection relay of MV switchgear 1 yearly preventive maintenance inspection,,,9,1.0000000,,0.0000000,,,,,5,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
423,213,MV switchgear 1 yearly preventive maintenance inspection,,,9,1.0000000,,0.0000000,,,,,5,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
424,212,MV switchgear daily preventive maintenance LLF,,,1,1.0000000,,0.0000000,,,,,0,,,,3,0.0000000,8,68,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,4/01/2023 11:35:47 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
425,211,LV VSD and Soft starter 1 yearly preventive maintenance inspection,,,9,1.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
426,210,LV VSD and Soft starter Monthly preventive maintenance LLF,removed according to MOC,,4,1.0000000,,0.0000000,,,,,3,,,,3,0.5000000,8,68,,,,,,,,3.5300000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,29/07/2023 10:12:57 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
427,209,Protection relay of LV switchgear 1 yearly preventive maintenance inspection,,,9,1.0000000,,0.0000000,,,,,5,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
428,208,LV switchgear 1 yearly preventive maintenance inspection,,,9,1.0000000,,0.0000000,,,,,5,,,,3,0.5000000,5,43,,,,,,,,5.0850000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,689,29/04/2023 10:34:05 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
429,207,LV switchgear daily preventive maintenance LLF,,,1,1.0000000,,0.0000000,,,,,0,,,,3,0.0000000,8,68,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,4/01/2023 11:34:57 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
430,206,Greasing activity of LV motor bearing 30000 hours replacement,,,3,30000.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1465,30/12/2022 3:34:21 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
431,202,Greasing activity of LV motor bearing 11000 hours replacement,,,3,11000.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1465,30/12/2022 3:34:16 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
432,199,Greasing activity of LV motor bearing 5900 hours replacement,,,3,5900.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1465,30/12/2022 3:34:11 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
433,196,Greasing activity of LV motor bearing 2700 hours replacement,,,3,2700.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1465,30/12/2022 3:32:39 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
434,194,Greasing activity of LV motor bearing 8000 hours replacement,,,3,8000.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1465,30/12/2022 3:32:35 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
435,192,Greasing activity of LV motor bearing 12 monthly replacement,,,4,12.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1465,30/12/2022 3:37:55 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
436,189,Greasing activity of LV motor bearing 6 monthly replacement,,,4,6.0000000,,0.0000000,,,,,20,,,,3,1.0000000,5,34,,,,,,,,10.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,689,13/01/2023 4:46:54 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
437,220,MV motor 1 monthly peventive maintenance LLF,,,4,1.0000000,,0.0000000,,,,,10,,,,3,1.5000000,8,8,,,,,,,,7.5600000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,689,26/02/2023 10:38:01 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
438,187,Greasing activity of LV motor bearing 3 monthly replacement,,,4,3.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1465,30/12/2022 3:37:45 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
439,221,MV motor 6 monthly peventive maintenance inspection,,,4,6.0000000,,0.0000000,,,,,7,,,,3,1.0000000,5,8,,,,,,,,10.1700000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,16/05/2023 8:16:57 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
440,223,Peventive maintenance inspection of hazardous gas entry to the  MV motor  (where applicable),,,9,1.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1452,3/01/2023 2:47:10 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
441,250, EPMS preventive maintenance LLF (month),,Use proper PPE,,0.0000000,,0.0000000,,,,,0,,,,3,0.5000000,8,68,,,,,,,,1.5550000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,28/02/2023 3:08:54 PM,,,0,,,,,,510,,0,Standard,0.0000000,,30,every,,
442,246, Crane and Hoist 1 yearly preventive maintenance inspection ,PTW should be obtained,Use proper PPE,9,1.0000000,,0.0000000,,,,,10,,,,3,27.0000000,5,16,,,,,,,,390.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,29/07/2023 9:33:22 AM,,,0,,,,,,510,,0,Standard,0.0000000,,10,every,,
443,245, Crane and Hoist 6 Monthly preventive maintenance inspection ,Strategy transferred to 1 yearly,Use proper PPE,4,6.0000000,,0.0000000,,,,,0,,,,3,12.0000000,5,16,,,,,,,,73.5200000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,29/07/2023 9:33:17 AM,,,0,,,,,,0,,0,Standard,0.0000000,,20,every,,
444,244,Electrical Heat Tracing 1 yearly preventive maintenance inspection ,Electrical PTW must be achieved,Use proper PPEProper isolate the panel in order to check all the feeders of EHT,9,1.0000000,,0.0000000,,,,,0,,,,3,19.0000000,5,16,,,,,,,,143.9800000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,31/10/2023 12:14:12 PM,,,0,,,,,,510,,0,Standard,0.0000000,,0,every,,
445,243,Electrical Heat Tracing 6 monthly preventive maintenance inspection ,PTW should be achieved,Use proper PPE,4,6.0000000,,0.0000000,,,,,2,,,,3,168.0000000,5,16,,,,,,,,107.8399999,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,11/07/2023 2:53:23 PM,,,0,,,,,,510,,0,Standard,0.0000000,,0,every,,
446,242,Distribution Board  1 yearly preventive maintenance inspection ,Electrical permit to be achieved,Use proper PPE,9,1.0000000,,0.0000000,,,,,2,,,,3,16.0000000,5,16,,,,,,,,107.8399999,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,20/10/2023 11:25:37 AM,,,0,,,,,,510,,0,Standard,0.0000000,,0,every,,
447,241, Distribution Board  6 monthly preventive maintenance inspection ,PTW should be achieved,Use proper PPE,4,6.0000000,,0.0000000,,,,,2,,,,3,24.0000000,5,16,,,,,,,,22.4250000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,803,5/09/2023 9:26:29 AM,,,0,,,,,,510,,0,Standard,0.0000000,,30,every,,
448,240, Distribution Board  3 monthly preventive maintenance inspection ,This strategy transferred to 6 monthly Strategy.,Use proper PPE,4,3.0000000,,0.0000000,,,,,10,,,,3,72.0000000,5,16,,,,,,,,36.7600000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,29/07/2023 9:29:39 AM,,,0,,,,,,510,,0,Standard,0.0000000,,30,every,,
449,239, EXIT Light  1 yearly predictive maintenance inspection ,Merged with 6 monthly,,9,1.0000000,,0.0000000,,,,,2,,,,3,32.0000000,5,16,,,,,,,,24.8800000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,27/07/2023 9:36:07 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
450,238, EXIT Light 12 monthly preventive maintenance inspection ,PTW should be achieved,Use proper PPE,9,1.0000000,,0.0000000,,,,,2,,,,3,30.0000000,5,16,,,,,,,,199.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,26/09/2023 9:52:27 AM,,,0,,,,,,510,,0,Standard,0.0000000,,0,every,,
451,237, Earth Brush 1 yearly preventive maintenance inspection ,,Use proper PPE,9,1.0000000,,0.0000000,,,,,2,,,,3,64.0000000,5,16,,,,,,,,145.8400000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,11/03/2023 1:28:45 PM,,,0,,,,,,510,,0,Standard,0.0000000,,0,every,,
452,234,Lightning Protection predictive maintenance inspection ,,,9,1.0000000,,0.0000000,,,,,5,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,15/05/2023 2:29:00 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
453,233,Lightning Protection 1 yearly predictive maintenance inspection ,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
454,231,Greasing activity of LV motor bearing 8000 hours replacement,,,3,8000.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1465,30/12/2022 3:34:33 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
455,230,Greasing activity of LV motor bearing 12 monthly replacement,,,4,12.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1465,30/12/2022 3:38:10 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
456,229,Greasing activity of LV motor bearing 6 monthly replacement,,,4,6.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1465,30/12/2022 3:38:00 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
457,226,Preventive maintenance of the motor power cable,,,9,1.0000000,,0.0000000,,,,,5,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,15/05/2023 2:29:12 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
458,225,"Predective or priventive maitenance when overheating, component failure or insufficient on the MV motor bearing",,,9,1.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1452,3/01/2023 2:50:52 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
459,224,General maintenance overhaul when internal component failure,,,9,1.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1452,3/01/2023 2:55:46 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
460,222,MV motor 1 yearly peventive maintenance inspection,,,9,1.0000000,,0.0000000,,,,,5,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
461,125,Electrical Heat Tracing    6 monthly preventive maintenance inspection ,,,4,6.0000000,,0.0000000,,,,,8,,,,3,3.0000000,5,8,,,,,,,,15.1200000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,689,11/07/2023 1:26:20 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
462,186,Overhaul on the LV motor,,,9,3.0000000,,0.0000000,,,,,0,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1452,3/01/2023 2:55:20 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
463,184,LV Motor 1 yearly preventive maintenance inspection,,,9,1.0000000,,0.0000000,,,,,5,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
464,152,AC UPC Daily Preventeive Maintenance LLF,,,1,1.0000000,,0.0000000,,,,,0,,,,3,0.0000000,8,68,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,4/01/2023 11:34:47 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
465,151,WMDB panel  1 yearly Preventive Maintenance inspection,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
466,150, Welding outlet 1 yearly Preventive Maintenance inspection,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
467,149, Welding outlet 6 Months Preventive Maintenance LLF,,,4,6.0000000,,0.0000000,,,,,6,,,,3,1.0000000,5,8,,,,,,,,15.1200000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,16/05/2023 8:17:25 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
468,148,Power capacitor bank panel 1 yearly preventive maintenance ,,,9,1.0000000,,0.0000000,,,,,4,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,15/05/2023 2:38:01 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
469,147,Power capacitor bank panel 1 daily preventive maintenance LLF ,,,1,1.0000000,,0.0000000,,,,,0,,,,3,0.0000000,8,68,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,4/01/2023 11:34:41 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
470,146,Normal Light  1 yearly preventive maintenance inspection ,,,9,1.0000000,,0.0000000,,,,,7,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,15/05/2023 2:39:34 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
471,145,Normal Light  6 monthly preventive maintenance inspection ,,,4,6.0000000,,0.0000000,,,,,4,,,,3,2.0000000,5,8,,,,,,,,30.2400000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,16/05/2023 8:17:34 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
472,144,Normal Light  3 monthly preventive maintenance LLF ,,,4,3.0000000,,0.0000000,,,,,2,,,,3,0.0000000,8,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,10/01/2023 2:09:39 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
473,143,Normal Light  1 monthly preventive maintenance LLF ,,,4,1.0000000,,0.0000000,,,,,1,,,,3,8.0000000,8,8,,,,,,,,64.4800000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,15/05/2023 1:17:05 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
474,142,Immersion Heater  1 yearly preventive maintenance inspection ,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
475,141,Immersion Heater  6 Monthly preventive maintenance  LLF,,,4,6.0000000,,0.0000000,,,,,4,,,,3,4.0000000,5,8,,,,,,,,60.4800000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,16/05/2023 8:17:49 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
476,140,Immersion Heater 1 Monthly preventive maintenance  LLF,,,4,1.0000000,,0.0000000,,,,,2,,,,3,0.5000000,8,8,,,,,,,,2.0150000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,16/05/2023 9:10:33 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
477,135, EPMS  preventive maintenance inspection ,,,9,2.0000000,,0.0000000,,,,,5,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1466,28/11/2022 7:32:37 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
478,134,EPMS 1 yearly preventive maintenance inspection ,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
479,133,EPMS 1 Monthly preventive maintenance inspection ,,,4,1.0000000,,0.0000000,,,,,2,,,,3,0.5000000,5,8,,,,,,,,15.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,23/12/2022 1:25:41 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
480,132, EPMS 1 weekly preventive maintenance LLF ,,,8,1.0000000,,0.0000000,,,,,0,,,,3,0.0000000,8,68,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,4/01/2023 11:32:26 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
481,128, Krane and Hoist 1 yearly preventive maintenance inspection ,,,9,1.0000000,,0.0000000,,,,,2,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1,2/11/2022 5:41:10 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
482,127, Krane and Hoist 6 Monthly preventive maintenance inspection ,,,4,6.0000000,,0.0000000,,,,,2,,,,3,5.0000000,5,8,,,,,,,,121.4499999,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,15/05/2023 3:32:40 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
483,153,AC UPC Battery Monthly Preventeive Maintenance Inspection,,,4,1.0000000,,0.0000000,,,,,2,,,,3,0.5000000,5,68,,,,,,,,2.4750000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1460,23/01/2023 9:10:49 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
484,185,Preventive maintenance inspection for LV motor (for submersible pump),,,9,2.0000000,,0.0000000,,,,,4,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,15/05/2023 2:30:11 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
485,154,AC UPC Battery 1 Yearly Preventeive Maintenance Inspection,,,9,1.0000000,,0.0000000,,,,,4,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,15/05/2023 2:43:52 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
486,156,Check Capacitor of AC UPC ,,,9,1.0000000,,0.0000000,,,,,4,,,,3,0.0000000,5,8,,,,,,,,0.0000000,0.0000000,0.0000000,,1,2/11/2022 5:41:10 AM,1640,15/05/2023 2:29:24 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
