Requisition ID,Requisition Number,Requisition Description,Required By Date Time,Approval Path ID,Raised Date Time
460,744,,8/08/2023 10:25:12 AM,39,8/08/2023 10:25:12 AM
461,745,NDE consumables required for all DPT inspections,8/09/2023 11:09:59 AM,59,8/08/2023 11:09:59 AM
462,746,to replace existing lighting lamps at the facilities of GTL Chinaz Terminal.,8/11/2023 12:00:00 AM,60,8/08/2023 11:17:13 AM
463,747,,8/08/2023 11:35:47 AM,,8/08/2023 11:35:47 AM
464,748,Solar water heater 200 L,8/11/2023 12:00:00 AM,60,8/08/2023 4:16:43 PM
465,749,to reduce the consumption of electricity from the network for GTL Chinaz Terminal,8/11/2023 12:00:00 AM,60,8/08/2023 4:23:20 PM
466,750,Required spare parts due to pump failure,8/08/2023 4:51:49 PM,53,8/08/2023 4:51:49 PM
467,751,qayta baholash,31/08/2023 4:54:26 PM,64,8/08/2023 4:54:26 PM
468,752,Махсус қуёшдан химоя қилувчи кўзойнак Харид килиш,8/09/2023 8:10:22 AM,71,9/08/2023 8:10:22 AM
469,753,procurement of the measuring equipment,28/08/2023 10:09:09 AM,62,9/08/2023 10:09:09 AM
470,755,,9/08/2023 10:39:11 AM,70,9/08/2023 10:39:11 AM
471,756,for measuring tank levels of the intermediate tank system U83,9/09/2023 5:03:23 PM,49,9/08/2023 5:03:23 PM
472,759,,18/06/2023 9:30:00 AM,26,10/08/2023 2:58:37 PM
473,761,"Обязательное страхование гражданской ответственности за причинение вреда жизни, здоровью и (или) имуществу других лиц и окружающей среде в случае аварии на опасном производственном объекте",25/08/2023 3:44:26 PM,66,10/08/2023 3:44:26 PM
474,763,Gaskets for use in case of damages during repair works and inspections during Turnaround execution,1/11/2023 4:27:54 PM,56,10/08/2023 4:27:54 PM
475,767,Centering Sleeve and Micrometr for normal operation of ASU,31/08/2023 3:50:22 PM,53,11/08/2023 3:50:22 PM
476,768,Unit 84 184-TK-002A/B/C kerosen rezervuarlarini artib tozalash,21/08/2023 9:22:28 AM,41,14/08/2023 9:22:28 AM
477,783,"Рации,межсетевой экран, ТВ и проектор для комнаты совещаний.",18/08/2023 1:42:04 PM,70,14/08/2023 1:42:04 PM
478,786,Precoating paints,27/11/2023 2:13:44 PM,56,14/08/2023 2:13:44 PM
479,788,"На проведение работ по проектированию, поставка оборудований и отделочные работы учебного заведения филиала РГУ нефти и газа. ",21/08/2023 3:08:17 PM,54,14/08/2023 3:08:17 PM
480,790,"На проведение работ по проектированию, поставка оборудований и отделочные работ учебного заведения Бухарского нефтегазового колледжа.",21/08/2023 3:28:36 PM,54,14/08/2023 3:28:36 PM
481,789,ORD-48/1047-2023 xizmat xatiga asosan UzGTL-PR-0994 ZZ ga qo'shimcha sifatida oil gun sotib olish uchun,14/09/2023 12:00:00 AM,53,14/08/2023 3:15:55 PM
482,792,Loyiha smeta hujjatlarini ekspertizadan o'tkazish to'g'risida shartnoma,14/08/2023 4:17:47 PM,72,14/08/2023 4:17:47 PM
483,795,Поздравительные открытки ко дню независимости РУЗ,14/08/2023 6:02:16 PM,39,14/08/2023 6:02:16 PM
484,796,"Обязательное страхование гражданской ответственности за причинение вреда жизни, здоровью и (или) имуществу других лиц и окружающей среде в случае аварии на опасном производственном объекте",25/08/2023 7:01:26 PM,,14/08/2023 7:01:26 PM
485,797,Spare parts for control valves and measuring instruments,16/11/2023 12:00:00 AM,56,15/08/2023 8:31:39 AM
486,800,TOC (Total Organic Carbon) va Moisture analizatorlari uchun kerakli ehtiyot qismlari sotib olish,18/09/2023 9:37:22 AM,53,16/08/2023 9:37:22 AM
487,803,Purchase of Spare parts for Pressure Safety Valves (PSV) (Except Unit 10 equipment) to repair defects which may be found during inspection of Pressure Safety Valves during Turnaround,15/11/2023 12:00:00 AM,56,16/08/2023 3:51:04 PM
488,804,носилка ва Жонлантириш ва суний нафас бериш мосламаси харид қилиш,18/09/2023 12:14:04 PM,71,17/08/2023 12:14:04 PM
489,806,"«Uzbekistan GTL» МЧЖда (1160 киши) ISO 37001:2016 стандарти бўйича сертификатлаштириш ва иккита инспекция аудитини ўтказиш, жорий этилган коррупцияга қарши курашиш ва комплаенс (мувофиқликни) назорат тизими",18/08/2023 3:15:21 PM,66,18/08/2023 3:15:21 PM
490,809,,18/09/2023 11:50:48 AM,,19/08/2023 11:50:48 AM
491,810,tamirlalsh uchun ,18/09/2023 11:59:42 AM,53,19/08/2023 11:59:42 AM
492,811,tamirlalsh uchun ,18/09/2023 12:10:33 PM,53,19/08/2023 12:10:33 PM
493,812,Rechargeable batteries  for  UzGTL plant maintenance,19/09/2023 4:01:42 PM,75,19/08/2023 4:01:42 PM
494,813,Obtain smoke detectors and heat detectors for Uzbekistan GTL factory,18/09/2023 4:11:10 PM,75,19/08/2023 4:11:10 PM
495,815,SGUdagi Gaz xromatograf analizatorlari uchun ehtiyot qismlar sotib olish,21/09/2023 10:17:21 AM,53,21/08/2023 10:17:21 AM
496,816,Аккумуляторные батареи (АКБ) емкостью 200 Ah,4/09/2023 10:52:49 AM,51,21/08/2023 10:52:49 AM
497,817,газ қутқарув хизматига жанговар холат ва махсус анжомлар хисоби учун тезкор автобус харид қилиш,21/09/2023 11:36:25 AM,71,21/08/2023 11:36:25 AM
498,819,Providing certificate of origins for synthtetic diesel that is going to be exported ,21/08/2023 12:28:46 PM,63,21/08/2023 12:28:46 PM
499,820,Televizor xarid qilish ,21/08/2023 12:46:32 PM,71,21/08/2023 12:46:32 PM
500,821,"Обязательное страхование гражданской ответственности за причинение вреда жизни, здоровью и (или) имуществу других лиц и окружающей среде в случае аварии на опасном производственном объекте",25/08/2023 12:00:00 AM,66,21/08/2023 1:52:57 PM
501,822,В избежание недостачи в государственном резерве дизеля и масло хранимого Чиназском терминале ООО «Uzbekistan GTL»,31/08/2023 2:43:26 PM,80,21/08/2023 2:43:26 PM
502,823,Spare parts for Karcher HDS10/20-4MX  in Washing Bay,21/08/2023 3:16:05 PM,75,21/08/2023 3:16:05 PM
503,825,Order PPE for Jet wash cleaner workers,21/08/2023 3:35:42 PM,75,21/08/2023 3:35:42 PM
504,826,For loading and unloading perlite materials during the repair,21/08/2023 6:19:42 PM,47,21/08/2023 6:19:42 PM
505,835,to reduce the consumption of electricity from the network for Uzbekistan GTL ,25/09/2023 1:23:15 PM,60,23/08/2023 1:23:15 PM
506,836,100 kW Diesel Generator ,25/09/2023 1:31:40 PM,60,23/08/2023 1:31:40 PM
507,837,PTFE lining for damaged spools,24/08/2023 8:25:25 AM,53,24/08/2023 8:25:25 AM
508,838,"Cone support during the Dec-2023 Outage, as it may get damaged during inspection of ATR.",24/08/2023 10:45:07 AM,56,24/08/2023 10:45:07 AM
509,839,"Pipes, pipe fittings and gate valves for use in the installation of suction bypass lines between compressors 130-XP-115 and 130-XP-215 of Trains 1 and 2.",24/08/2023 10:57:20 AM,56,24/08/2023 10:57:20 AM
510,842,Gaskets for use in case of damages during repair works and inspections during Turnaround execution,15/11/2023 4:31:08 PM,56,24/08/2023 4:31:08 PM
511,843,Fill up argon gas 20pcs of gas cylinders   ,1/09/2023 10:39:52 AM,75,25/08/2023 10:39:52 AM
512,844,Texnik xizmat ko'rsatish tsexining infrastrukrutra loyihasiga ekspertiza xulosasini olish,31/08/2023 1:02:38 PM,54,25/08/2023 1:02:38 PM
513,845,Bolts & Nuts to use during Turnaround,15/11/2023 2:26:57 PM,56,25/08/2023 2:26:57 PM
514,846,Vacuum Leak Detector and Box frames required for NDE inspections,28/09/2023 10:57:25 AM,59,28/08/2023 10:57:25 AM
515,847,,28/08/2023 11:00:38 AM,70,28/08/2023 11:00:38 AM
516,848,for insulation of cryogenic equipment for the Cold Box ,28/08/2023 11:09:28 AM,47,28/08/2023 11:09:28 AM
517,849,"СХ, ММ ва АММ бўлими ўқув синфини жихозлаш бўйича керакли жихозлар харид килиш",28/09/2023 9:18:51 PM,71,28/08/2023 9:18:51 PM
518,851,2 ea. Mechanical seal of pump 130-PC-005A/B,29/10/2023 12:00:00 AM,53,29/08/2023 11:18:10 AM
519,852,Applying PTFE lining for the existing spool,29/09/2023 12:00:00 AM,53,29/08/2023 5:07:08 PM
520,855,Обеспечение сотрудников Ташкентсткого офиса бумагой для принтера (из расчета на 10 месяцев) ,30/08/2023 3:04:55 PM,39,30/08/2023 3:04:55 PM
521,850,Vagon-sisternalarga xavflilik darajasini bildiruvchi yorliq xarid qilish to'g'risida,29/09/2023 8:51:52 AM,41,29/08/2023 8:51:52 AM
522,856,Vagon-sisternalarga xavflilik darajasini bildiruvchi yorliq xarid qilish to'g'risida,30/08/2023 3:34:17 PM,41,30/08/2023 3:34:17 PM
523,857,Обеспечение сотрудников папками для внесения документов руководству  ,30/08/2023 3:41:57 PM,39,30/08/2023 3:41:57 PM
524,859,For safekeeping perlite,30/08/2023 5:11:01 PM,47,30/08/2023 5:11:01 PM
525,861,"Pipes, pipe fittings and gate valves for use in the installation highpressure N2 line to substitute the seal gas package of Compressors (120-CC-101 and 120-CC-101).",31/08/2023 8:28:19 AM,56,31/08/2023 8:28:19 AM
526,863,Тошкент офис биносини кайта бахолаш,11/09/2023 10:23:01 AM,64,31/08/2023 10:23:01 AM
527,864,Филтрли ярим маска ва Филтрли элементи харид қилиш,5/09/2023 3:10:39 PM,71,5/09/2023 3:10:39 PM
528,866,Applying filter screen to existing filter elements of 145-XF-040A. 38 PCS filter element (1 SET),5/10/2023 12:00:00 AM,53,5/09/2023 4:38:15 PM
529,865,For testing safety valves ,19/09/2023 4:32:52 PM,75,5/09/2023 4:32:52 PM
530,868,Touch panel(Сенсорный инфокиоск) sotib olish uchun,6/09/2023 11:45:17 AM,58,6/09/2023 11:45:17 AM
531,869,Responsible storage of GTL products at Intermax Petroleum LLC,6/09/2023 3:33:06 PM,63,6/09/2023 3:33:06 PM
532,870,"Awarding of the winners of the ""Most Devoted Teacher"" contest",6/09/2023 6:11:12 PM,38,6/09/2023 6:11:12 PM
533,871,"To buy laptops to reward the winners of the Most Selfless Teacher competition held by the limited liability company ""Uzbekistan GTL""",6/09/2023 6:22:34 PM,38,6/09/2023 6:22:34 PM
534,872,,10/10/2023 12:00:00 AM,,7/09/2023 8:51:57 AM
535,875,Spare parts for butterfly valves installed LEAF filters,7/11/2023 9:20:10 AM,53,7/09/2023 9:20:10 AM
536,876,Required repair kits for mechanical seals based on approved ORD-FIN1030/349-2023 office memo,7/12/2023 12:00:00 AM,,7/09/2023 9:41:32 AM
537,877,Required spare repair kits for mechanical seal based on approved ORD-FIN1030/349-2023 office Memo,7/12/2023 10:23:10 AM,53,7/09/2023 10:23:10 AM
538,878,Zavod markaziy Laboratoriyasidapriborlarni kalibrlash uchun,7/09/2023 11:20:03 AM,40,7/09/2023 11:20:03 AM
539,880,PHOSPHATE DOSING PUMP for 120-XP-101-PD-01A,7/09/2023 1:44:10 PM,53,7/09/2023 1:44:10 PM
540,882,For maintenance services to eliminate of the BWF leak in Unit 20 Uzbekistan GTL LLC.,18/09/2023 11:06:54 AM,53,11/09/2023 11:06:54 AM
541,883,to ensure continous operating of the pumps(172-PC-004A/B),11/10/2023 4:48:13 PM,53,11/09/2023 4:48:13 PM
542,884,Complete mechanical seal is required due to erosion ,11/10/2023 12:00:00 AM,53,11/09/2023 5:10:46 PM
543,885,Ishlab chiqarishdagi extiyot qism zaruriyat tufayli,11/12/2023 12:00:00 AM,53,11/09/2023 5:15:26 PM
544,889,"Заявка для закупки негазированной питьевой воды объемом 0,5 л",13/09/2023 10:14:33 AM,39,13/09/2023 10:14:33 AM
545,891,Scaffolding services for December-2023 Outage Period,1/10/2023 4:00:11 PM,56,13/09/2023 4:00:11 PM
546,892,Insulation Services for December-2023 Outage Period,1/12/2023 4:04:22 PM,56,13/09/2023 4:04:22 PM
547,893,Refractory Damage Repair Services for December-2023 Outage Period,1/12/2023 4:09:57 PM,56,13/09/2023 4:09:57 PM
548,896,Por performing F&GS services ,14/10/2023 2:41:14 PM,75,14/09/2023 2:41:14 PM
549,898,Zavod markaziy Laboratoriyasida priborlarni kalibrlash uchun,14/09/2023 4:04:30 PM,,14/09/2023 4:04:30 PM
550,899,Zavod markaziy Laboratoriyasidapriborlarni kalibrlash uchun,14/09/2023 4:15:32 PM,40,14/09/2023 4:15:32 PM
551,901,Transportation of PERLITE FILTRAFLO 4251 in 28 800 kgs from Mersin Port to Uzbeistan GTL Plat,29/09/2023 12:00:00 AM,30,14/09/2023 5:13:36 PM
552,902,Zavod markaziy Laboratoriyasida ICP 9000 va LC20 priborlarini ko'rikdan o'tkazish,15/09/2023 10:01:49 AM,40,15/09/2023 10:01:49 AM
553,904,Implementation of industrial waste reception and disposal (defusing) service of hazard class 2-3,22/09/2023 4:35:13 PM,71,15/09/2023 4:35:13 PM
554,905,Mechanical Services for December-2023 Outage Period,1/12/2023 4:41:56 PM,56,15/09/2023 4:41:56 PM
555,909,Required spare pipe and pipe fittings based on office memo ORD-FIN1030/128-2023,19/09/2023 9:17:54 AM,53,19/09/2023 9:17:54 AM
556,909,Required spare pipe and pipe fittings based on office memo ORD-FIN1030/128-2023,19/09/2023 9:17:54 AM,53,19/09/2023 9:17:54 AM
557,910,UHP Cleaning services for December-2023 Outage Period,1/12/2023 12:20:28 PM,56,19/09/2023 12:20:28 PM
558,911,for performing leak test of HVAC system of GTL plant ,16/10/2023 2:56:38 PM,75,19/09/2023 2:56:38 PM
559,912,Обязательное страхование гражданской ответственности работодателя,27/09/2023 10:53:18 AM,66,20/09/2023 10:53:18 AM
560,920,Заявка для чистящих средств и средств гигиены для работ административного отдела,20/09/2023 2:45:00 PM,39,20/09/2023 2:45:00 PM
561,921,,20/09/2023 4:11:17 PM,,20/09/2023 4:11:17 PM
562,922,,20/09/2023 5:10:00 PM,,20/09/2023 5:02:48 PM
563,922,Evakuatsion banner va yong'inga qarshi kigiz (koshma) xarid qilish,20/10/2023 4:38:53 PM,71,20/09/2023 4:38:53 PM
564,925,"""Uzbekistan GTL Chinoz terminali"" balansidagi temiryo'l izlari pasportlarini va Temiryo'l bilan ishlarni olib borish yo'riqnomasini qayta rasmiylashtirish",21/09/2023 11:27:22 AM,80,21/09/2023 11:27:22 AM
565,926,pneumatic pump for loading chemicals,21/09/2023 11:58:19 AM,41,21/09/2023 11:58:19 AM
566,927,На проведение работ по проектированию специального помещения для хранения газобаллонов на территории заводского склада ,21/10/2023 2:27:30 PM,31,21/09/2023 2:27:30 PM
567,928,Televizor xarid qilish ,29/09/2023 2:43:15 PM,71,22/09/2023 2:43:15 PM
568,930,Required bladders for lube oil accumulators due to frequent malfunctions,22/10/2023 12:00:00 AM,53,22/09/2023 4:57:10 PM
569,929,Tovar moddiy boyliklarni kuzgi qishgi mavsumda yog`ingarchiliklardan asrash maqsadida foydalanish uchun,2/10/2023 4:21:09 PM,77,22/09/2023 4:21:09 PM
570,931,For performing F&GS services on the plant,25/09/2023 11:52:22 AM,75,25/09/2023 11:52:22 AM
571,932,for performing PSV calibration testing required spare part for popping machine ,25/09/2023 12:10:54 PM,75,25/09/2023 12:10:54 PM
572,934,Tovar moddiy boyliklarni kuzgi qishgi mavsumda yog`ingarchiliklardan asrash maqsadida foydalanish uchun,9/10/2023 4:49:39 PM,77,25/09/2023 4:49:39 PM
573,935,"Испытания по ГОСТ Р50588 на определение технических характеристик пенообразователя марки: ""ПО-6 СОН-У"" и ""ПО-6"" ",25/10/2023 4:51:01 PM,80,25/09/2023 4:51:01 PM
574,936,Providing reference weights for technical service and calibration of weighbridges by O'ztemiryo'lkonteyner AJ,25/10/2023 4:59:29 PM,80,25/09/2023 4:59:29 PM
575,937,"Course for ""Advanced Turnaround, Shutdown & LIVE ONLINE Outage Management""",26/09/2023 9:55:28 AM,38,26/09/2023 9:55:28 AM
576,941,AVBR bo'yicha avariya javonidagi barcha jihozlarni avariya holatlarida ishlatilishini taminlash.,26/09/2023 2:35:39 PM,41,26/09/2023 2:35:39 PM
577,940,to ensure continuous operation of the ASU unit,26/10/2023 2:16:41 PM,53,26/09/2023 2:16:41 PM
578,946,Qarshi shahrisa bo'lib o'tadigan Respublika xalqaro yarmakasi uchun,3/10/2023 4:33:51 PM,58,26/09/2023 4:33:51 PM
579,944,Install N2 Using Nitrogen instead of MRG during U20 start-up of the desulphurization section,26/09/2023 3:48:27 PM,47,26/09/2023 3:48:27 PM
580,945,Sentrafugal kompressorlarning uzluksiz ishlashini taminlash maqsadida,4/10/2023 12:00:00 AM,53,26/09/2023 4:34:25 PM
581,949,Подключение Чиназкого терминала к газовой сети,26/10/2023 5:13:17 PM,,26/09/2023 5:13:17 PM
582,950,To ensure continous operation of the valves ,31/10/2023 8:13:05 AM,53,27/09/2023 8:13:05 AM
583,951,To ensure continous operation of the valves ,31/12/2023 8:28:27 AM,53,27/09/2023 8:28:27 AM
584,954,Qarshi shahrisa bo'lib o'tadigan Respublika xalqaro yarmakasi uchun,4/10/2023 1:23:55 PM,58,27/09/2023 1:23:55 PM
585,957,Услуги по разработке рабочего документа (РД) и дизайна для осуществления строительно-монтажных работ «регистратура в административно-бытовом комплексе завода».,16/10/2023 4:59:45 PM,31,27/09/2023 4:59:45 PM
586,958,Перевозка катализатора Сасол для нужд завода ,31/10/2023 5:25:05 PM,30,27/09/2023 5:25:05 PM
587,961,Kerosin maxsulotini qo'shimcha laboratoriya tahlili uchun AQSHning Honeywell UOP kompanisiga yuborish,5/10/2023 9:15:32 AM,46,28/09/2023 9:15:32 AM
588,959,"Service for Instruments, On-Off and control valves maintenance and repair",1/12/2023 8:50:39 AM,56,28/09/2023 8:50:39 AM
589,962,"""Uzbekistan GTL Chinoz terminali"" balansidagi temiryo'l izlari doimiy sozligi va aniqlangan kamchiliklarni bartaraf etish ishlarni olib borish ",28/09/2023 10:26:00 AM,80,28/09/2023 10:26:00 AM
590,965,Install N2 Using Nitrogen instead of MRG during U20 start-up of the desulphurization section,28/09/2023 1:49:51 PM,47,28/09/2023 1:49:51 PM
591,967,,28/09/2023 8:30:00 AM,26,28/09/2023 4:45:35 PM
592,966,,28/09/2023 4:39:01 PM,,28/09/2023 4:39:01 PM
593,968,Zavod markaziy Laboratoriyasida priborlarni kalibrlash uchun,28/09/2023 5:23:44 PM,40,28/09/2023 5:23:44 PM
594,969,Подключение Чиназкого терминала к газовой сети,29/10/2023 11:02:32 AM,80,29/09/2023 11:02:32 AM
595,970,Подключение Чиназкого терминала к газовой сети,29/10/2023 11:07:21 AM,80,29/09/2023 11:07:21 AM
596,973,Qarshi shahrisa bo'lib o'tadigan Respublika xalqaro yarmakasi uchun,3/10/2023 10:25:33 AM,58,3/10/2023 10:25:33 AM
597,974,Almashtirish va modiy texnik bazani yaratish uchun,3/10/2023 11:38:52 AM,53,3/10/2023 11:38:52 AM
598,976,курсы Академии СГБ Республики Узбекистан,3/10/2023 12:18:19 PM,38,3/10/2023 12:18:19 PM
599,975,"Hiring a contractor for Engineering, Procurement and Construction of Single-Circuit Air Line of 6kV from UzGTL Plant to Workers town ",3/10/2023 12:05:37 PM,68,3/10/2023 12:05:37 PM
600,977,"Hiring a contractor for Engineering, Procurement and Construction of Single-Circuit Air Line of 6kV from UzGTL Plant to Workers Camp ",3/10/2023 2:32:17 PM,72,3/10/2023 2:32:17 PM
601,979,for welding works ,11/10/2023 10:34:54 AM,75,4/10/2023 10:34:54 AM
602,981,Принтер и терминал доступа,4/10/2023 5:04:49 PM,70,4/10/2023 5:04:49 PM
603,984,for GTL LAB project is required to conduct market study,5/10/2023 1:59:21 PM,46,5/10/2023 1:59:21 PM
604,985,Preparing the hoist crane for maintenance (120-XP-203-XX-01),6/11/2023 4:41:16 PM,53,5/10/2023 4:41:16 PM
605,987,Sentrafugal kompressorlar uchun wendor olib kelishi ko'zda tutilgan materiallar ,9/10/2023 12:00:00 AM,53,5/10/2023 4:58:01 PM
606,986,Ofis xodimlarini kerakli anjomlar bilan ta'minlash ( qor kurash uchun ),5/11/2023 4:54:35 PM,39,5/10/2023 4:54:35 PM
607,989,размещение гостей компании в г.Карши,6/10/2023 11:07:37 AM,39,6/10/2023 11:07:37 AM
608,990,размещение гостей компании в г.Карши,6/10/2023 11:31:41 AM,39,6/10/2023 11:31:41 AM
609,991,Mahsulotlarni qabul qilib olish to’kib olish qurilmasi USN-150/175 ni qismlarini birlashtirib turuvchi rezina salniklarini sotib olish bo’yicha,6/10/2023 3:29:46 PM,80,6/10/2023 3:29:46 PM
610,993,"Ambient air protection, harmful polluting gases from motor vehicles and soil analysis ",13/10/2023 4:52:09 PM,80,6/10/2023 4:52:09 PM
611,994,"""provision of reconstruction and scheduled maintenance services automatic fire alarm systems object oil depot """"GTL Chinoz terminali""""""",13/10/2023 5:05:16 PM,80,6/10/2023 5:05:16 PM
612,997,,9/10/2023 1:53:22 PM,,9/10/2023 1:53:22 PM
613,998,Almashtirish va modiy texnik bazani yaratish uchun,9/10/2023 4:53:56 PM,53,9/10/2023 4:53:56 PM
614,999,"To buy laptops to reward the winners of the Most Selfless Teacher competition held by the limited liability company ""Uzbekistan GTL""",9/10/2023 5:55:22 PM,38,9/10/2023 5:55:22 PM
615,1000,"Awarding of the winners of the ""Most Devoted Teacher"" contest",9/10/2023 6:00:08 PM,38,9/10/2023 6:00:08 PM
616,1004,Vagon-sisternalarga xavflilik darajasini bildiruvchi yorliq xarid qilish to'g'risida,10/10/2023 3:30:57 PM,,10/10/2023 3:30:57 PM
617,1006,"""Uzbekistan GTL"" zavodi hududidagi bosimi tushgan birlamchi yong'in o'chirgichlarni qayta to'ldirish uchun shartnoma qilish",18/10/2023 10:13:45 AM,71,11/10/2023 10:13:45 AM
618,1007,Procurement of USB 3.0 flash drives of 4Gb capacity for regional fair to give as gift to winners,11/10/2023 11:30:21 AM,46,11/10/2023 11:30:21 AM
619,1008,Spare parts for Unit 10 Pressure Safety Valves (PSV) to repair defects which may be found during inspection.,11/10/2023 2:50:02 PM,56,11/10/2023 2:50:02 PM
620,1008,Spare parts for Unit 10 Pressure Safety Valves (PSV) to repair defects which may be found during inspection.,11/10/2023 2:50:02 PM,56,11/10/2023 2:50:02 PM
621,1008,Spare parts for Unit 10 Pressure Safety Valves (PSV) to repair defects which may be found during inspection.,11/10/2023 2:50:02 PM,56,11/10/2023 2:50:02 PM
622,1016,Tovar moddiy boylikni xarid qilish uchun,11/10/2023 8:34:45 PM,,11/10/2023 8:34:45 PM
623,1017,Tovar moddiy boylikni xarid qilish uchun,11/10/2023 9:00:38 PM,,11/10/2023 9:00:38 PM
624,1018,Tovar moddiy boylikni xarid qilish uchun,11/10/2023 9:09:35 PM,,11/10/2023 9:09:35 PM
625,1019,Tovar moddiy boylikni xarid qilish uchun,11/10/2023 9:25:09 PM,,11/10/2023 9:25:09 PM
626,1020,Tovar moddiy boylikni xarid qilish uchun,11/10/2023 9:27:43 PM,,11/10/2023 9:27:43 PM
627,1022,Vagon-sisternalarga xavflilik darajasini bildiruvchi yorliq xarid qilish to'g'risida,12/10/2023 9:24:00 AM,41,12/10/2023 9:24:00 AM
628,1024,Tovar moddiy boylikni xarid qilish uchun,12/10/2023 9:30:13 AM,80,12/10/2023 9:30:13 AM
629,1025,Tovar moddiy boylikni xarid qilish uchun,12/10/2023 9:34:14 AM,80,12/10/2023 9:34:14 AM
630,1026,Tovar moddiy boylikni xarid qilish uchun,12/10/2023 9:45:11 AM,80,12/10/2023 9:45:11 AM
631,1028,Tovar moddiy boylikni xarid qilish uchun,12/10/2023 9:51:53 AM,80,12/10/2023 9:51:53 AM
632,1029,Tovar moddiy boylikni xarid qilish uchun,12/10/2023 9:57:22 AM,80,12/10/2023 9:57:22 AM
633,1031,Tovar moddiy boylikni xarid qilish uchun,12/10/2023 10:20:24 AM,80,12/10/2023 10:20:24 AM
634,1032,Uzbekistan GTLkompaniyasiga kerakli dori vositalarini xarid qilish ,19/10/2023 10:27:08 AM,71,12/10/2023 10:27:08 AM
635,1033,Publication in journal,12/10/2023 2:46:32 PM,63,12/10/2023 2:46:32 PM
636,1034,,12/10/2023 2:58:49 PM,,12/10/2023 2:58:49 PM
637,1038,Providing services for developing norms of usage chemicals and catalysts ,13/10/2023 10:17:34 AM,52,13/10/2023 10:17:34 AM
638,1039,«Uzbekistan GTL» МЧЖ компаниясининг Автотранспортлардан фойдаланиш бўлимига тегишли 250 тоннали KOBELCO СКS2500 маркали кранига мувофиқлик сертификатини олиш,20/10/2023 5:10:24 PM,71,13/10/2023 5:10:24 PM
639,1041,"Автошины для внедорожникаToyota Land Cruiser Ширина, высота, диаметр: 265/65-R-18.",24/10/2023 5:30:05 PM,51,17/10/2023 5:30:05 PM
640,1044,for monitoring the pH of the pre-cooling system make-up water,10/11/2023 11:22:04 AM,47,18/10/2023 11:22:04 AM
641,1045,"Услуги по получению экспертного заключения от ГУП ""Шахарсозлик хужжатлари экспертизаси"" на проектно-сметную документацию для осуществления строительства операторского здания В35/7 на установке 45.",25/10/2023 3:29:34 PM,31,18/10/2023 3:29:34 PM
642,1046,"На техническое обследование и инструментальное исследование строительных конструкций Эстакады лёгкого типа для осмотра котлов-цистерн под налив светлых нефтепродуктов на “GTL Chinoz terminal” в Ташкенте области Чиназкий район, Республики Узбекистан.",19/10/2023 11:21:02 AM,80,19/10/2023 11:21:02 AM
643,1047,On the purchase of special containers for storage and temporary placement of household waste,26/10/2023 12:16:05 PM,71,19/10/2023 12:16:05 PM
644,1050,For technical maintenance of HVAC system ,20/11/2023 4:11:40 PM,75,20/10/2023 4:11:40 PM
645,1051,In order to repair and maintain gate valves installed on BFW line,20/10/2023 4:54:01 PM,53,20/10/2023 4:54:01 PM
646,1052,In order to designing with seal system modified mechanical seal of 130-PC-005A/B pump,20/10/2023 4:57:14 PM,53,20/10/2023 4:57:14 PM
647,1053,Zavod markaziy Laboratoriyasi uchun,21/10/2023 1:48:34 PM,40,21/10/2023 1:48:34 PM
648,1054,,23/10/2023 10:53:13 AM,39,23/10/2023 10:53:13 AM
649,1056,2-3 хавфлилик синфига мансуб саноат чиқиндиларни утилизация қилиш,31/10/2023 2:49:23 PM,80,23/10/2023 2:49:23 PM
650,1061,"Recycling services industrial waste 2-3 hazard class during the operation of the facility LLC ""Uzbekistan GTL"" ""GTL Chinoz terminal",31/10/2023 11:37:49 AM,80,24/10/2023 11:37:49 AM
651,1062,GTL Chinoz Terminal Analysis of sources of agri cultural drinking water supply,24/10/2023 11:46:29 AM,80,24/10/2023 11:46:29 AM
652,1063,"""GTL Chinoz Environmental norm for terminal"". (PDV, PDO, PDS and RSV) development of documents and the State environmental expertise to carry out their work",31/10/2023 11:49:00 AM,80,24/10/2023 11:49:00 AM
653,1064,,24/10/2023 1:40:49 PM,39,24/10/2023 1:40:49 PM
654,1066,To ensure proper working condition of HVAC systems  ,31/10/2023 4:32:18 PM,75,24/10/2023 4:32:18 PM
655,1065,to ensure continuous operation of the HVAC system,30/10/2023 4:23:25 PM,57,24/10/2023 4:23:25 PM
656,1067,Mechanical seal shall be purchased with Duplex 2205 internal material and port modification F,26/10/2023 8:28:16 AM,53,26/10/2023 8:28:16 AM
657,1068,Ishlab chiqarishdagi extiyot qism zaruriyat tufayli,26/10/2023 8:34:14 AM,53,26/10/2023 8:34:14 AM
658,1071,Заявка для закупки флагов и лопат,26/10/2023 10:45:29 AM,39,26/10/2023 10:45:29 AM
659,1072,обеспечение работоспособности шлагбаума,26/10/2023 12:32:48 PM,39,26/10/2023 12:32:48 PM
660,1073,Uz GTL Temiryo'l tarozisining ehtiyot qismlarini ta'mirlash uchun,26/10/2023 2:51:52 PM,41,26/10/2023 2:51:52 PM
661,1074,Temiryo'l tarozisining ehtiyot qismlarini ta'mirlash uchun,26/10/2023 3:45:32 PM,41,26/10/2023 3:45:32 PM
