Contact ID,Parent Contact ID,First Name,Last Name,Comment,Department ID,Address1,Address2,City,State,Post Code,Country,Home Phone,Work Phone,Mobile Phone,Fax,Email,Web Address,Is Primary Contact,ABN,Currency Type ID,Tax ID,Tax Exemption Number,Is Tax Exempt,Account Code ID,Payment Term ID,Customer Discount Percentage,Catalogued Mark Up Ceiling,Non Catalogued Mark Up Ceiling,Catalogued Markup Percentage,Non Catalogued Mark Up Percentage,Employee Number,Working Day Hours,Employed Date Time,Terminated Date Time,Expected Freight Price,Customer Type ID,Contact Image,Contact Type Name,Is Active,Created By Contact ID,Created Date Time,Modified By Contact ID,Modified Date Time,Billing Address1,Billing Address2,Billing City,Billing State,Billing Country,Billing Post Code,Added Date Time,IRDNumber,Contact Signature,Custom Control File1ID
898,0,01 105 THA,XCIENT 6x4 Arm roll Truck,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-52,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:45 PM,1,15/03/2022 4:27:45 PM,,,,,,,15/03/2022 4:27:45 PM,,,
899,0,01 425 AJA,TGM 13/280 4X4 BB F803 АЦ4-40,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-53,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:45 PM,1,15/03/2022 4:27:45 PM,,,,,,,15/03/2022 4:27:45 PM,,,
900,0,01 426 AJA,TGM 13/280 4X4 BB F803 АЦ4-40,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-54,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:45 PM,1,15/03/2022 4:27:45 PM,,,,,,,15/03/2022 4:27:45 PM,,,
901,0,01 427 AJA,TGM 13/280 4X4 BB F803 АЦ4-40,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-55,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:45 PM,1,15/03/2022 4:27:45 PM,,,,,,,15/03/2022 4:27:45 PM,,,
902,0,01 428 AJA,TGM 13/280 4X4 BB F803 АЦ4-40,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-56,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:45 PM,1,15/03/2022 4:27:45 PM,,,,,,,15/03/2022 4:27:45 PM,,,
903,0,01 429 AJA,TGM 13/280 4X4 BB F803 АЦ4-40,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-57,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:45 PM,1,15/03/2022 4:27:45 PM,,,,,,,15/03/2022 4:27:45 PM,,,
904,0,01 482 ZHA,H1 ,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-58,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:45 PM,1,15/03/2022 4:27:45 PM,,,,,,,15/03/2022 4:27:45 PM,,,
905,0,01 986 CJA,TGM 13/280 4X4 BB F05 АПТ-5-40,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-59,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:45 PM,1,15/03/2022 4:27:45 PM,,,,,,,15/03/2022 4:27:45 PM,,,
906,0,01 235 FJA,TGS 33400 6х6 ВВ,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-60,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:45 PM,1,15/03/2022 4:27:45 PM,,,,,,,15/03/2022 4:27:45 PM,,,
907,0,TBBF803,TGM 13/280 4X4 BB F803 АЦ4-40,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-61,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
908,0,01 518 FJA,Frontier K2700 ,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-62,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
909,0,01 521 FJA,Frontier K2700 ,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-63,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
910,0,01 523 FJA,Frontier K2700 ,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-64,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
911,0,01 524 FJA,Frontier K2700 ,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-65,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
912,0,01 526 FJA,Frontier K2700 ,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-66,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
913,0,01 527 FJA,Frontier K2700 ,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-67,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
914,0,01 528 FJA,Frontier K2700 ,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-68,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
915,0,T203465,"800AJ, 26 m",,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-69,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
916,0,T203147,"800AJ, 26 m",,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-70,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
917,0,T213397,"1250AJ, 40 m",,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-71,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
918,0,T205542,"1250AJ, 40 m",,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-72,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
919,0,Z030451,AC100/4L,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-73,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
920,0,WG12757,"GMK4100L, ",,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-74,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
921,0,T233830,RT650E,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-75,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
922,0,T-03296,CKS2500,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-76,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:46 PM,1,15/03/2022 4:27:46 PM,,,,,,,15/03/2022 4:27:46 PM,,,
923,0,T-02789,5 т. D50C-5,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-77,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:47 PM,1,15/03/2022 4:27:47 PM,,,,,,,15/03/2022 4:27:47 PM,,,
924,0,T-02783,5 т. D50C-5,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-78,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:47 PM,1,15/03/2022 4:27:47 PM,,,,,,,15/03/2022 4:27:47 PM,,,
925,0,01 529 FJA,CLW5121GXW6CF,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-79,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:47 PM,1,15/03/2022 4:27:47 PM,,,,,,,15/03/2022 4:27:47 PM,,,
926,0,T-00914,11 т. D110S-5,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-80,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:47 PM,1,15/03/2022 4:27:47 PM,,,,,,,15/03/2022 4:27:47 PM,,,
927,0,T-00942,11 т. D110S-5,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-81,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:47 PM,1,15/03/2022 4:27:47 PM,,,,,,,15/03/2022 4:27:47 PM,,,
928,0,T602238,CPS650-12,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-82,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:47 PM,1,15/03/2022 4:27:47 PM,,,,,,,15/03/2022 4:27:47 PM,,,
929,0,T737704,XAMS407CD,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-83,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,15/03/2022 4:27:47 PM,1,15/03/2022 4:27:47 PM,,,,,,,15/03/2022 4:27:47 PM,,,
930,0,U&O,Team Unit 82,,,,,,,,,,,,,,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Unassigned,,1,16/03/2022 5:42:30 PM,1,19/04/2022 11:39:48 AM,,,,,,,16/03/2022 5:42:30 PM,,,
931,0,UZGTL-HDC-CIV-PO-0010,"Hyundai Engineering & Steel Industries Co., LTD",,,"360-33 Upsung Dong, Seobuk-Ku, Cheonan-Si, Chungnm, Korea",,,,31044,Korea,,+82-10-2313-3966,,,khermes@hesi.co.kr,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:25 PM,1,29/04/2022 4:53:13 PM,,,,,,,24/03/2022 3:26:25 PM,,,
932,0,UZGTL-HDC-CIV-PO-0020,"Hanmaek Heavy Industries Co., LTD.",,,"10th Floor Gangnam Bldg. 396 Seocho-daero, Secho-Gu Seoul, 06-619, Korea",,,,06-619,Korea,,+82-2-3488-5160,,,jyh6354@hanmaek.co.kr,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:25 PM,1,30/04/2022 9:37:53 AM,,,,,,,24/03/2022 3:26:25 PM,,,
933,0,UZGTL-HDC-ELE-PO-0020,HYOSUNG Corporation,,,"119, Mapodaero, MapoGu, Seoul, Korea",,,,04144,Korea,,+82-2-707-6365,,,sha19@hyosung.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:25 PM,1,30/04/2022 9:38:01 AM,,,,,,,24/03/2022 3:26:25 PM,,,
934,0,UZGTL-HDC-ELE-PO-0030,"ABB XIAMEN Switchgear Co., LTD",,,"319, Torch road, Huli district, Xiamen, Fujian, PR CHINA",,,,361006,China,,+86-572-6026033,,,raymond-guozhong.cai@cn.abb.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:25 PM,1,30/04/2022 9:28:42 AM,,,,,,,24/03/2022 3:26:25 PM,,,
935,0,UZGTL-HDC-ELE-PO-0040,"ABB XIAMEN Low voltage equipment Co., Ltd",,,"12-20, 3rd Chuang Xin Road, Torch Hi-Tech Zone Xiamen SEZ, Fujian, P.R. China",,,,361006,China,,+86-592-5725468,+86-18150892027,,haven-jian.liu@cn.abb.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:25 PM,1,30/04/2022 9:28:17 AM,,,,,,,24/03/2022 3:26:25 PM,,,
936,0,UZGTL-HDC-ELE-PO-0050,Gutor Electronics Asia Pacific Sdn. Bhd.,,,"19, Jalan, Juruukur U1/19, HICOM Glenmarie Industrial Park, 40150 Shah Alam, Selangor, Malaysia",,,,40150,Malaysia,,+60365669602,,,ravinderan.bagabaldass@schneider-electric.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:25 PM,1,30/04/2022 9:37:33 AM,,,,,,,24/03/2022 3:26:25 PM,,,
937,0,UZGTL-HDC-ELE-PO-0060,"Dongjoo Engineering Co., LTD",,,"16, Gonghang-ro 767beon-dagil, gangseo-gu, busan, Korea",,,,04604,Korea,,+82 70 4322 7219,,,alex.jung@djeeng.co.kr,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:25 PM,1,30/04/2022 9:49:30 AM,,,,,,,24/03/2022 3:26:25 PM,,,
938,0,UZGTL-HDC-ELE-PO-0080,Thermon Korea Ltd.,,,"12F, WonBang B/D, 429,  Teheran-ro, Gangnam-gu, Seoul, Korea",,,,06159,Korea,,+82-(0)2-6329-2670,,,jungjin.hong@thermon.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:56:53 AM,,,,,,,24/03/2022 3:26:26 PM,,,
939,0,UZGTL-HDC-ELE-PO-0090,DONG YANG CORROSION ENGINEERING CO. LTD,,,"213, Toegye-ro, Jung-gu, Seoul, Korea",,,,04557,Korea,,+02 2272 4128,+070 4672 4913,,hupo@dyce.co.kr / dyce@dyce.co.kr,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:39:50 AM,,,,,,,24/03/2022 3:26:26 PM,,,
940,0,UZGTL-HDC-ELE-PO-0100,"Daewon Cable Co., Ltd.",,,"9th floor, Gwanghee bldg. 307, Togeyro, Jung-gu, Seoul 04560, Korea",,,,04560,Korea,,+82-2-3406-3454,,,jhlee@dwcable.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:42:31 AM,,,,,,,24/03/2022 3:26:26 PM,,,
941,0,UZGTL-HDC-ELE-PO-0110,"SUZHOU ON TOP Mechanical & Electrical equipment Co., ltd",,,"23 Chun Wang Road, Pan Yang Industrial Park, Xiang Cheng district, Suzhou, Jiangsu",,,,215152,China,,+86-512-86871619,,,jyf@szontop.com.cn,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:39:56 AM,,,,,,,24/03/2022 3:26:26 PM,,,
942,0,UZGTL-HDC-ELE-PO-0120,"IG Engineering Co., Ltd",,,"Daeyang B/D 1st Fl, 189-12 Wonnam-Dong, Jongro-Ku, Seoul",,,,03136,Korea,,+02-738-2617,,,ig@igtec.co.kr,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:57:00 AM,,,,,,,24/03/2022 3:26:26 PM,,,
943,0,UZGTL-HDC-ELE-PO-0130,R.STAHL Korea,,,"Suite 1107 Kolon Digital Tower 1, 4gil 25, Sungsoo-il-ro, Sungdong-gu, Seoul, Korea",,,,04781,Korea,,+82 2 489 2735,,,martin.park@stahl.co.kr,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:42:23 AM,,,,,,,24/03/2022 3:26:26 PM,,,
944,0,UZGTL-HDC-ELE-PO-0140,Cooper Korea Ltd,,,"601, Eonju-ro, Gangnam-gu, Seoul, 06109, Korea",,,,06109,Korea,,+82 2-6380-4042,,,johnwlee@eaton.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:33:05 AM,,,,,,,24/03/2022 3:26:26 PM,,,
945,0,UZGTL-HDC-ELE-PO-0150,EGS PTE ltd,,,Ang Mo Kio Avenue 10 #04-16 Techplace 1 Singapore 569625,,,,569625,Singapore,,+65-6556-1100,,,arindam.bhattacherjee@emerson.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:36:35 AM,,,,,,,24/03/2022 3:26:26 PM,,,
946,0,UZGTL-HDC-ELE-PO-0160,Cooper Korea Ltd,,,"601, Eonju-ro, Gangnam-gu, Seoul, 06109, Korea",,,,06109,Korea,,+82 2-6380-4042,,,johnwlee@eaton.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:38:41 AM,,,,,,,24/03/2022 3:26:26 PM,,,
947,0,UZGTL-HDC-ELE-PO-0170,TYCO Electronics Raychem Korea Ltd,,,"5th Floor, Seocho Bldg. 2567, Nambusunhwan-ro, Seocho-gu, Seoul, Korea 137-863",,,,137863,Korea,,+82 2-3415-4621,,,jikim@te.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:40:02 AM,,,,,,,24/03/2022 3:26:26 PM,,,
948,0,UZGTL-HDC-ELE-PO-0180,"DONG-A BESTECH Co., LTD",,,"54, Songnae-daero 518 beon-gil, Bucheon-si, Gyeonggi-do, Korea",,,,14445,Korea,,+82-32-675-0081,,,sh.jee@dongabestech.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:42:16 AM,,,,,,,24/03/2022 3:26:26 PM,,,
949,0,UZGTL-HDC-ELE-PO-0190,"SANGDONG Industries Co., Ltd",,,"698-13 (127BL-14LT), Gojan-Dong, Namdong-gu, Incheon, Korea",,,,21699,Korea,,+82-32-819-8823,,,sangdong@sangdongind.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:40:09 AM,,,,,,,24/03/2022 3:26:26 PM,,,
950,0,UZGTL-HDC-ELE-PO-0210,"Honeywell Co., Ltd",,,"28-2, Gongdan 2ro, Seobuk-gu, Cheonan-si, Choongcheongnam-do, 331-300, Korea",,,,03922,Korea,,+82-2-799-6303,,,taehoon.yoo@honeywell.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:48:40 AM,,,,,,,24/03/2022 3:26:26 PM,,,
951,0,UZGTL-HDC-ELE-PO-0220,ABB Korea,,,"503, Teheran-ro, Gangnam-gu, Seoul, Korea",,,,06168,Korea,,+82-10-3862-5623,,,jong-chul.chung@kr.abb.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:28:08 AM,,,,,,,24/03/2022 3:26:26 PM,,,
952,0,UZGTL-HDC-ELE-PO-0230,"ABB XIAMEN Switchgear Co., ltd",,,"319, Torch road, Huli district, Xiamen, Fujian, PR CHINA",,,,361006,China,,+86-572-6026033,,,raymond-guozhong.cai@cn.abb.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:28:29 AM,,,,,,,24/03/2022 3:26:26 PM,,,
953,0,UZGTL-HDC-ELE-PO-1100,"Daewon Cable Co., Ltd.",,,"9th floor, Gwanghee bldg. 307, Togeyro, Jung-gu, Seoul 04560, Korea",,,,04560,Korea,,+82-2-3406-3454,,,jhlee@dwcable.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:26 PM,1,30/04/2022 9:40:15 AM,,,,,,,24/03/2022 3:26:26 PM,,,
